name,aliases,place,wikidata,region,group,usage,lon,lat,cid
medvezhanka,medvezhanka,village,Q4287506,luhansk region,,0,39.520825,48.1716269,593442619419631417
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,village,Q4320351,luhansk region,,0,39.46555,48.16243,593403118605354830
nahirne,nagornoe;nahirne,village,Q4311651,luhansk region,,0,39.4604,48.1842668,593496907806192432
valianivsk,valianivsk;valyanovsk,village,Q4103175,luhansk region,,0,39.5214091,48.0752532,593028696241447297
novodarivka,novodarevka;novodarivka;novodarovka,town,Q4323564,luhansk region,,0,39.4774858,48.0780504,593040709264930286
kalynivka,kalinovka;kalynivka;kalynovka,village,Q4209830,luhansk region,,0,39.4904211,48.1001372,593135572207609973
pokrovka,pokrovka,village,Q4369185,luhansk region,,0,39.495335,48.11256,593188928586333095
klenovyi,klenovy;klenovyi;klenovyy,town,Q4223348,luhansk region,,0,39.4547393,48.1194218,593218400651877651
dovzhanske,dolzhanskoe;dovzhanske,village,Q4164824,luhansk region,,0,39.7526997,47.8581255,592096138582632700
bratske,bratske;bratskoe;bratskoye,hamlet,Q4095976,luhansk region,,0,39.7171425,47.9234994,592376917774605847
karpove kripenske,karpove kripenske;karpovo krepenskoe,village,Q4215901,luhansk region,,0,39.597815,47.9473071,592479172355869687
darino yermakivka,darino ermakovka;darino yermakivka;darino yermakovka,village,Q4155144,luhansk region,,0,39.60305,47.8939284,592249911296581738
astakhove,astakhove;astakhovo,village,Q4071615,luhansk region,,0,39.613435,47.8594042,592101627550697723
ivashchenko,ivashchenko,village,Q4197112,luhansk region,,0,39.538495,47.9754462,592600028440552511
zelenopillia,zelenopillia;zelenopole,village,Q4190388,luhansk region,,0,39.4776134,47.9215675,592368624192517741
marivka,marevka;marivka;mariyevka;marovka;maryivka,village,Q4283389,luhansk region,,0,39.411124,47.9686631,592570895677256372
darivka,darevka;darivka;darovka,village,Q4155136,luhansk region,,0,39.4273406,47.9813113,592625218423632397
naholno tarasivka,nagolno tarasovka;naholno tarasivka;naholno tarasovka,town,Q4311615,luhansk region,,0,39.4894847,47.9944433,592681619934225613
utkyne,utkino;utkyne,village,Q4478916,luhansk region,,0,39.5946193,48.0389618,592872827583381371
rytykove,rytikovo;rytykove,village,Q4402093,luhansk region,,0,39.5666358,48.0167778,592777548028858924
antrakop,antrakop,hamlet,Q4067590,luhansk region,,0,39.5415775,48.023645,592807041569255498
berezivka,berezivka;berezovka,hamlet,Q4084605,luhansk region,,0,39.5336255,48.009421,592745949954429241
platonivka,platonivka;platonovka,village,Q4364693,luhansk region,,0,39.3289518,47.9478594,592481543177548216
blahivka,blagovka;blahivka;blahovka,village,Q4087809,luhansk region,,0,39.3586983,47.9544793,592509975861077482
novodarivka,novodarevka;novodarivka;novodarovka,village,Q4323567,luhansk region,,0,39.378775,47.966305,592560768144340055
hrybuvakha,gribovakha;hrybuvakha,village,Q4148924,luhansk region,,0,39.3261141,47.9831784,592633237127472802
ulianivka,ulianivka;ulianovka;ulyanovka,village,Q4475124,luhansk region,,0,39.3751341,48.0084686,592741861145404958
yasenivskyi,yasenivskyi;yasenovskiy;yasenovsky,town,Q4539222,luhansk region,,0,39.2132682,48.1596362,593391118466477524
kartushyne,kartushino;kartushyne,village,Q4216278,luhansk region,,0,39.2530721,48.1839136,593495391682529616
rebrykove,rebrikovo;rebrykove,village,Q4391589,luhansk region,,0,39.2851513,48.2089876,593603083692541598
verbivka,verbivka;verbovka,village,Q4107488,luhansk region,,0,39.3335245,48.1465672,593334987539006357
mechetka,mechetka,village,Q4292291,luhansk region,,0,39.3453722,48.1766148,593464042716328412
kondriuche,kondriuche;kondryuchee,village,Q4230664,luhansk region,,0,39.6255612,48.0304224,592836148562704473
kyseleve,kiselyovo;kyseleve,village,Q4222124,luhansk region,,0,39.5206869,48.0362274,592861080847752879
ustynivka,ustinovka;ustynivka;ustynovka,village,Q4478263,luhansk region,,0,39.5499387,48.0919063,593100220331856115
malovedmezhe,malomedvezhe;malomedvezhye;malovedmezhe;malovedmezhye,village,Q4278098,luhansk region,,0,39.5314028,48.0916796,593099249669228683
fedorivka,fedorivka;fedorovka;fyodorovka,village,Q4494117,luhansk region,,0,39.5207761,48.1098525,593177302109888264
pavlivka,pavlivka;pavlovka;pavlyivka,town,Q4341679,luhansk region,,0,39.5429921,48.1330862,593277087085098448
makedonivka,makedonivka;makedonovka,village,Q4275645,luhansk region,,0,39.2930585,48.2351066,593715263943353731
kamianka,kamenka;kamianka;kamjanka;kamyanka,village,Q12108076,luhansk region,,0,39.3946284,48.2426684,593747738191180356
bokove,bokove;bokovo,hamlet,Q4090585,luhansk region,,0,39.4287997,48.2332706,593707378383534016
paliivka,palievka;paliivka;paliovka,village,Q4342613,luhansk region,,0,39.4155684,48.2361485,593719735004431376
verkhnia orikhivka,verkhnia orikhivka;verkhnia orikhovka;verkhnyaya orekhovka,village,Q4108920,luhansk region,,0,39.3405336,48.3557713,594233511877205750
shovkova protoka,shovkova protoka;shyolkovaya protoka,village,Q4528257,luhansk region,,0,39.2568594,48.3050166,594015525106980891
novobulakhivka,novobulakhivka;novobulakhovka,village,Q4323282,luhansk region,,0,39.0867121,48.2995871,593992203434393464
krasnyi yar,krasny yar;krasnyi yar;krasnyy yar,hamlet,Q4239656,luhansk region,,0,39.4786874,48.2976709,593983974277446303
hlyboke,glubokoe;hlyboke,hamlet,Q4140133,luhansk region,,0,39.4658481,48.3153968,594060106867722360
krasne,krasne;krasnoe;krasnoye,village,Q4238612,luhansk region,,0,39.5012247,48.3724541,594305164816765609
andriivka,andreevka;andreyevka;andriivka;andriovka,hamlet,Q4065609,luhansk region,,0,39.4933252,48.3543884,594227571937588173
simeikyne,semeykino;simeikyne,town,Q4415117,luhansk region,,0,39.543142,48.3335847,594138223732979302
valiivka,valievka;valiivka;valiovka,village,Q4102887,luhansk region,,0,39.4919771,48.5180797,594930623724203657
komisarivka,komisarivka;komisarovka;komissarovka,village,Q4229629,luhansk region,,0,39.5025311,48.4685133,594717735080253379
novohannivka,novoannovka;novohannivka;novohannovka,village,Q4323160,luhansk region,,0,39.5237338,48.4320662,594561196407237270
vydno sofiivka,vidno sofievka;vydno sofiivka;vydno sofiovka,village,Q4110658,luhansk region,,0,39.5114011,48.4544639,594657395084720745
katerynivka,katerinovka;katerynivka;katerynovka,village,Q4217328,luhansk region,,0,39.5271909,48.4596379,594679612950558743
lyse,lyse;lysoe,village,Q4270788,luhansk region,,0,39.5823535,48.4748408,594744913633382290
prydorozhne,pridorozhnoe;prydorozhne,village,Q4378168,luhansk region,,0,39.593879,48.3950812,594402347041864855
samsonivka,samsonivka;samsonovka,village,Q4407063,luhansk region,,0,39.6202536,48.3685495,594288397264561054
metalist,metalist;metallist,village,Q4291533,luhansk region,,0,39.2802,48.6213803,595374293845668680
pankivka,pankivka;pankovka,hamlet,Q4344517,luhansk region,,0,39.3520645,48.7028651,595724269255855103
haiove,gaevoe;haiove,village,Q4131601,luhansk region,,0,39.13719,48.5425088,595035545479922854
sabivka,sabivka;sabovka,village,Q4403573,luhansk region,,0,39.1415619,48.5806293,595199269633250746
uspenka,uspenka,town,Q4477943,luhansk region,,0,39.1471732,48.3897589,594379489225468837
heorhiivka,georgievka;heorhiivka;heorhiovka,town,Q4135760,luhansk region,,0,39.2526644,48.428606,594546335820122040
vyshneve,vishnyovoe;vyshneve;vyshnevoe;vyshnyove;vyshnyovoye,village,Q4112834,luhansk region,,0,39.2088433,48.0176158,592781147211095179
yehorivka,egorovka;yegorovka;yehorivka;yehorovka,village,Q4173811,luhansk region,,0,39.1966921,47.9806077,592622199061392659
diakove,diakove;dyakovo,village,Q4171836,luhansk region,,0,39.1421494,47.9481443,592482767243040773
leskyne,leskino;leskyne,village,Q4259996,luhansk region,,0,39.2114868,48.0963482,593119298576246495
illinka,ilenka;ilinka;illinka;ilyinka,hamlet,Q4199619,luhansk region,,0,39.2225889,48.0905213,593094271801823805
rafailivka,rafailivka;rafailovka;rafaylovka,village,Q4390982,luhansk region,,0,39.1994762,48.120317,593222244647352308
zelenodilske,zelenodilske;zelenodolskoe,village,Q4190374,luhansk region,,0,39.2079493,48.2142626,593625739644950796
stepove,stepove;stepovoe;stepovoye,village,Q4442201,luhansk region,,0,39.0632322,48.1867315,593507494900179904
chervona poliana,chervona poliana;chervona polyana;chervonaya polyana,village,Q4512116,luhansk region,,0,39.1014844,48.2434744,593751199934527788
kovpakove,kolpakovo;kovpakove,village,Q4228658,luhansk region,,0,39.0901442,48.2066056,593592853080247520
zakhidne,zakhidne;zakhidnoe;zapadnoe,village,Q4188903,luhansk region,zapad group of forces,0,39.0240115,48.2858842,593933349497473676
soniachne,solnechnoe;soniachne,village,Q4427798,luhansk region,zapad group of forces,0,38.9250272,48.3344252,594141831504889827
kovylne,kovylne;kovylnoe,village,Q4225944,luhansk region,zapad group of forces,0,38.9230048,48.2812933,593913631302516733
stepove,stepove;stepovoe;stepovoye,village,Q4442202,luhansk region,zapad group of forces,0,38.9357507,48.284881,593929037350220231
mykytivka,mykytivka;mykytovka;nikitovka,village,Q4319876,luhansk region,zapad group of forces,0,38.8952333,48.3382299,594158173855421313
shyrokyi,shirokiy;shiroky;shyrokyi,village,Q4524352,luhansk region,zapad group of forces,0,38.8609278,48.3324439,594133323174612352
bashtevych,bashtevich;bashtevych,hamlet,Q4080290,luhansk region,zapad group of forces,0,38.8657826,48.3671572,594282414374363255
kozakivka,kazakovka;kozakivka;kozakovka,hamlet,Q4207592,luhansk region,zapad group of forces,0,39.0251058,48.2199549,593650186598616786
orlivske,orlivske;orlovskoe;orlovskoye,village,Q4336917,luhansk region,zapad group of forces,0,39.0197629,48.2293932,593690722499951091
ivanivka,ivanivka;ivanovka,town,Q50824,luhansk region,zapad group of forces,0,38.9494461,48.2331829,593707000425932614
tamara,tamara,village,Q4450804,luhansk region,zapad group of forces,0,38.8642376,48.249295,593776200938920558
urozhaine,urozhaine;urozhaynoe,village,Q4477205,luhansk region,zapad group of forces,0,38.846455,48.242,593744869152478455
davydivka,davydivka;davydovka,village,Q4153840,luhansk region,zapad group of forces,0,38.8252545,48.2548202,593799930633191974
hrushove,grushyovoe;hrushove,town,Q4150980,luhansk region,zapad group of forces,0,38.8095817,48.2470251,593766451363103982
industriia,industriia;industriya,village,Q4200943,luhansk region,zapad group of forces,0,38.7105954,48.2168516,593636859314782787
zelenyi hai,zelenyi gay;zelenyi hai;zelenyy gai;zelenyy gay;zelenyy hai;zelyony gay;zelyonyy gay,village,Q4190830,luhansk region,zapad group of forces,0,38.9617199,48.1813958,593484576954586936
kurhan,kurgan;kurhan,village,Q4247980,luhansk region,zapad group of forces,0,38.9863747,48.1793719,593475883940804487
yesaulivka,esaulovka;evdokievka;yesaulivka;yesaulovka;yevdokievka,town,Q4177052,luhansk region,zapad group of forces,0,39.025507,48.047675,592910249632862307
nyzhnii naholchyk,nizhniy nagolchik;nizhny nagolchik;nyzhnii naholchyk,town,Q4319171,luhansk region,,0,39.0662486,48.0184029,592784527350214537
ridne,pershotravnevoe;ridne;rodnoe,village,Q4359532,kharkiv region,sever group of forces,0,35.9771829,50.2143064,602215858917313759
novoliubivka,novoliubivka;novoliubovka;novolubivka;novolubovka;novolyubovka,village,Q4324425,luhansk region,zapad group of forces,0,37.9501784,49.1557264,597669292439087074
nianchyne,nianchyne;nyanchino,village,Q4328698,luhansk region,zapad group of forces,0,38.708005,49.76197,600273090593241125
chaplynka,chaplinka;chaplynka,town,Q2658192,kherson region,dnepr group of forces,0,33.5343059,46.3638416,585678241960445538
kalanchak,kalanchak,town,Q2010759,kherson region,dnepr group of forces,0,33.2917589,46.2510097,585193632210260719
krasnohorivka,krasnogorovka;krasnohorivka;krasnohorovka,village,Q4238459,dnipropetrovsk region,tsentr group of forces,0,36.6919256,48.4610457,594685664556643542
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,town,Q2393885,autonomous republic of crimea,,0,33.6123303,44.9633099,579663002823522090
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,town,Q3331386,dnipropetrovsk region,,0,34.7009762,48.5398249,595024017783264176
pokrovske,pokrovska;pokrovske;pokrovskoe;pokrovskoye,town,Q1003105,dnipropetrovsk region,tsentr group of forces,0,36.2365467,47.9825448,592630518410084867
novotroitske,novotroitske;novotroitskoe;novotroitskoye,town,Q2010769,kherson region,dnepr group of forces,0,34.3337187,46.3551377,585640858565900567
vasylkivka,vasilkovka;vasylkivka;vasylkovka,town,Q1011406,dnipropetrovsk region,tsentr group of forces,0,36.0306725,48.2046314,593584370516778449
mezhova,mezhevaya;mezhova;mezhyevaya,town,Q111669,dnipropetrovsk region,tsentr group of forces,0,36.7250051,48.2565755,593807468298696205
petropavlivka,petropavlivka;petropavlovka,town,Q1002960,dnipropetrovsk region,tsentr group of forces,0,36.4363467,48.4551528,594660354314112635
slovianoserbsk,slavyanoserbsk;slovianoserbsk,town,Q608400,luhansk region,zapad group of forces,0,38.9792432,48.6979499,595703159491222443
vysokopillia,vysokopillia;vysokopole,town,Q1571133,kherson region,dnepr group of forces,0,33.5291585,47.493212,590528849175523911
arkhanhelske,arkhangelskoe;arkhanhelske,town,Q3622590,kherson region,dnepr group of forces,0,33.3983997,47.4300597,590257613400716160
velyka oleksandrivka,bolshaya oleksandrovka;velikaya aleksandrovka;velyka oleksandrivka,town,Q1009565,kherson region,dnepr group of forces,0,33.2929068,47.3246531,589804893782841195
albat,albat;kuybyshevo,town,Q2011781,autonomous republic of crimea,,0,33.8686529,44.6303447,578232929038065773
zymohiria,cherkasskiy brod;cherkasskoe;cherkassky brod;zimogore;zymohiria,town,Q1633740,luhansk region,zapad group of forces,0,38.9291685,48.591953,595247905842698257
travneve,mayskoe;pervomaisk;pervomaysk;travneve;travnevoe,village,Q4349283,luhansk region,zapad group of forces,0,38.26993,49.44929,598930140218689770
oleshky,alyoshki;oleshki;oleshky;tsyurupinsk,town,Q207105,kherson region,dnepr group of forces,0,32.7265426,46.6178326,586769124998116111
verkhivtseve,verkhivtseve;verkhovtsevo,town,Q995147,dnipropetrovsk region,,0,34.2376924,48.485123,594789074481775100
zelenodolsk,zelenodolsk,town,Q640713,dnipropetrovsk region,vostok group of forces,0,33.6516333,47.5577842,590806183803883697
samotkan,samotkan,hamlet,Q4406908,dnipropetrovsk region,,0,34.2838838,48.5908833,595243310223046252
pidluzhzhia,pidluzhzhia;podluzhe;podluzhye,village,Q4367852,dnipropetrovsk region,,0,34.305338,48.6327185,595422994474863162
tarasivka,tarasivka;tarasovka,village,Q4451735,dnipropetrovsk region,,0,34.3118757,48.615811,595350375167828931
perevalne,perevalne;perevalnoe,village,Q4350000,autonomous republic of crimea,,0,34.3162385,44.8443403,579152030565020878
denisovka,denisovka,village,Q4158019,autonomous republic of crimea,,0,34.2228426,44.9231739,579490620016740347
akropolis,akropolis,village,Q4059811,autonomous republic of crimea,,0,34.1711176,44.9990029,579816303091777006
ana yurt,ana yurt,village,Q4064688,autonomous republic of crimea,,0,34.1384275,44.9939558,579794626391801403
aykavan,aykavan,village,Q4058852,autonomous republic of crimea,,0,34.1512299,45.0058881,579845873941590078
prolitne,prolitne;prolyotnoe,village,Q4380593,autonomous republic of crimea,,0,34.0758669,45.2126581,580733944329308635
fontany,fontany,village,Q4491775,autonomous republic of crimea,,0,34.0702638,44.8913298,579353851078013944
orekhovo,orekhovo,village,Q4336318,autonomous republic of crimea,,0,33.6300805,45.1317256,580386344035662976
michurinovka,michurinovka,village,Q4298314,autonomous republic of crimea,,0,34.3705509,45.6937579,582800253095708919
dobroe,dobroe,village,Q4163685,autonomous republic of crimea,,0,34.2510642,44.866021,579245149750900280
ivanivka,ivanivka;ivanovka,village,Q799992,autonomous republic of crimea,,0,34.2553702,44.9387152,579557368103520010
novofedorovka,novofedorovka;novofyodorovka,town,Q3892437,autonomous republic of crimea,,0,33.5649646,45.0946796,580227228382182949
boromelske,boromelske;boromelskoe;pershotravnevoe,hamlet,Q4359552,sumy region,sever group of forces,0,34.9296453,50.5931386,603842934261911789
zarudne,vasilevka;zarudne;zarudnoe;zarudny;zarudnyy,village,Q4104256,sumy region,sever group of forces,0,33.4663433,50.5144918,603505147967519975
masoniv,chervonogorka;masoniv;masonov;masonovshchina,village,Q4512220,sumy region,sever group of forces,0,33.7012132,50.5704479,603745477157769821
zhuravlyne,moskalyovshchina;zhuravlinoe;zhuravlyne,hamlet,Q4303630,sumy region,sever group of forces,0,34.6850146,50.8719004,605040199345100119
lebedynyi bobryk,bobrik;lebediny bobrik;lebedinyy bobrik;lebedynyi bobryk;moskovskiy bobrik;moskovsky bobrik,village,Q4304006,sumy region,sever group of forces,0,34.356446,50.422782,603111252222726622
kokhanivka,kokhanivka;kokhanovka;krasnolyubetsk,village,Q4238838,kherson region,dnepr group of forces,0,32.9625839,47.1205813,588928411216481560
sahaidachne,maksima gorkogo;sagaydachnoe;sahaidachne,village,Q4276100,kherson region,dnepr group of forces,0,33.3154562,47.0789918,588749787821961087
mykhailiv,mikhaylov;mykhailiv;novaya kaluga,village,Q4322133,kherson region,dnepr group of forces,0,33.0515527,47.4058976,590153838400563361
olzhyne,eygental;olgino;olzhyne;shyontal,village,Q4334109,kherson region,dnepr group of forces,0,33.4871328,47.4751377,590451221936573981
nezlamne,landau;neslomlennoe;nezlamne;nezlamnoe;potyomkino,village,Q4375017,kherson region,dnepr group of forces,0,33.5720328,47.4851816,590494360588179905
stiyke,chkalovo;stiyke;stoykoe,village,Q4516866,kherson region,dnepr group of forces,0,33.2076581,47.0667343,588697140112738922
dornburg,chkalovo;dornburg,village,Q4516875,kherson region,dnepr group of forces,0,34.182145,46.4803266,586178541226567937
kozatska sloboda,kazatskaya sloboda;knyaze grigorovka;kozatska sloboda,village,Q4224923,kherson region,dnepr group of forces,0,33.8561062,47.1127026,588894575465017194
nadiivka,nadezhdovka;nadiivka;nadiovka,village,Q4311921,kherson region,dnepr group of forces,0,33.6439546,46.3969993,585820650191188659
tykhyi lyman,pervomaevka;tikhiy liman;tikhy liman;tykhyi lyman,village,Q4349262,kherson region,dnepr group of forces,0,34.0985558,47.3294949,589825690015294076
shchaslyve,maksima gorkogo;schastlivoe;schastlivoye;shchaslyve,village,Q7231062,kherson region,dnepr group of forces,0,33.2922667,46.1330699,584687083767370987
siabry,novorossiyskoe;siabry;syabry,village,Q4325184,kherson region,dnepr group of forces,0,32.6305702,46.1135055,584603057026530346
chumaky,chumaki;chumaky;suvorovka,village,Q4445170,kherson region,dnepr group of forces,0,32.1763759,46.2893702,585358387154619896
kamianyi brid,kamenny brod;kamennyy brod;kamianyi brid,suburb,Q12108012,luhansk region,,0,39.3072603,48.5935377,595254713366240508
fabrychne,fabrichnoe;fabrychne,village,Q4480356,luhansk region,,0,39.3300194,48.47945,594764709137397219
vesela tarasivka,vesela tarasivka;vesela tarasovka;vesyolaya tarasovka,village,Q4109728,luhansk region,,0,39.155547,48.5418165,595032573362572379
mylove,melovoe;mylove,village,Q4309371,kherson region,dnepr group of forces,0,33.6296622,47.0663185,588695357701733086
krasnolutskyi,krasnoluchskiy;krasnoluchsky;krasnolutskyi,village,Q4238836,luhansk region,zapad group of forces,0,38.99082,48.14389,593323489911212260
kniahynivka,kniahynivka;kniahynovka;knyaginevka,town,Q4224793,luhansk region,zapad group of forces,0,38.845425,48.11883,593215858030629105
mius,mius,village,Q4297027,luhansk region,zapad group of forces,0,38.5467124,48.2883899,593944112685040152
fashchivka,fashchevka;fashchivka;fashchovka,town,Q4481604,luhansk region,zapad group of forces,0,38.6024509,48.2748245,593885851453725651
kruhlyk,kruglik;kruhlyk,hamlet,Q4241915,luhansk region,zapad group of forces,0,38.5039069,48.3419781,594174267097488099
chornukhyne,chernukhino;chornukhyne,town,Q4514209,luhansk region,zapad group of forces,0,38.51558,48.326365,594107214068074620
horodnie,gorodnee;horodnie,hamlet,Q4145269,luhansk region,zapad group of forces,0,38.8448238,48.3891503,594376873590083224
timiriazieve,timiriazieve;timiryazevo,hamlet,Q4457421,luhansk region,zapad group of forces,0,38.7474757,48.299843,593993302945682004
utkyne,utkino;utkyne,village,Q4478914,luhansk region,zapad group of forces,0,38.78986,48.3258973,594105204023654372
novoselivka,novoselivka;novoselovka;novosyolovka,village,Q4325858,luhansk region,zapad group of forces,0,38.6975491,48.3886804,594374854955306829
adrianopil,adrianopil;adrianopol,village,Q4057985,luhansk region,zapad group of forces,0,38.72552,48.3574964,594240920695176336
petrivka,petriivka;petrivka;petrovka;pyotrovka,village,Q4361044,luhansk region,zapad group of forces,0,38.80594,48.533358,594996242233865908
kamianka,kamenka;kamianka;kamjanka;kamyanka,village,Q4210979,luhansk region,zapad group of forces,0,38.7728064,48.5242119,594956960462943558
troitske,troickoe;troitske;troitskoe;troitskoye,hamlet,Q4463605,luhansk region,zapad group of forces,0,38.9260415,48.4456702,594619625141734361
malokostiantynivka,malokonstantinovka;malokostiantynivka;malokostiantynovka,village,Q4278345,luhansk region,zapad group of forces,0,38.909734,48.4387591,594589942622735398
mykhailivka,mikhailovka;mikhaylovka;mykhailivka;mykhailovka;mykhaylivka;mykhaylovka,town,Q4297598,luhansk region,zapad group of forces,0,38.9088643,48.4831781,594780720775055552
lozivskyi,lozivskyi;lozovskiy;lozovsky,town,Q4265644,luhansk region,zapad group of forces,0,38.8844253,48.5546237,595087579008461129
kryvorizhzhia,krivorozhe;krivorozhye;kryvorizhzhia,village,Q4240837,luhansk region,zapad group of forces,0,38.8402373,48.5510853,595072379119156397
karpaty,karpaty,village,Q4215650,luhansk region,zapad group of forces,0,38.8600373,48.508985,594891560996014597
rodakove,rodakove;rodakovo,town,Q4395666,luhansk region,zapad group of forces,0,39.0285176,48.5581753,595102830437473318
novodachne,novodachne;novodachnoe,village,Q4323573,luhansk region,zapad group of forces,0,39.0106809,48.590383,595241162744125049
sukhodil,sukhodil;sukhodol,village,Q4447190,luhansk region,,0,39.0421111,48.5901663,595240230736253247
romanchukove,romanchukove;romanchukovo,village,Q4397437,sumy region,sever group of forces,0,33.5380625,51.0560567,605831151931249935
novyi,novy;novyi;novyy,village,Q4326543,luhansk region,zapad group of forces,0,38.5933077,48.493341,594824370527369244
olenivka,olenivka;olenovka,village,Q4333621,luhansk region,zapad group of forces,0,38.5721023,48.4088136,594461329826719046
verhulivka,vergulyovka;verhulivka;verhulovka,village,Q4107572,luhansk region,zapad group of forces,0,38.488208,48.3879917,594371900017597840
borzhykivka,borzhikovka;borzhykivka;borzhykovka,village,Q4093634,luhansk region,zapad group of forces,0,38.470153,48.3943518,594399216009582345
zorynsk,zorinsk;zorynsk,town,Q662097,luhansk region,zapad group of forces,0,38.6210833,48.4152154,594488821912429723
krynychky,krinichki;krynichki;krynichky;krynychki;krynychky,town,Q572142,dnipropetrovsk region,,0,34.4542584,48.3700396,594294796760666098
svitlohirske,svetlogorskoe;svitlohirske,village,Q4410386,dnipropetrovsk region,,0,34.508576,48.3446117,594185580037350432
cherneche,cherneche,village,Q4513448,dnipropetrovsk region,,0,34.4621558,48.3922746,594390291063533260
chervonyi yar,chervoniy yar;chervonoy yar;chervony yar;chervonyi yar;chervonyy yar;krasniy yar;krasnyy yar,village,Q4512532,dnipropetrovsk region,,0,34.4253361,48.3766093,594323010400804600
novopidhirne,novopidhirne;novopodgornoe,village,Q4324956,dnipropetrovsk region,,0,34.4317906,48.388755,594375177073588271
zelenyi kut,zelenyi kut;zelyony kut;zelyonyy kut,village,Q4190893,dnipropetrovsk region,,0,34.4543037,48.4184337,594502647407988768
rohivske,rogovskoe;rohivske;rohovskoye,village,Q4395550,dnipropetrovsk region,,0,34.4796833,48.4131117,594479789592064835
stepanivka,stepanivka;stepanovka,village,Q4441908,dnipropetrovsk region,,0,34.44888,48.4472755,594626522854734576
novoselivka,novoselivka;novoselovka;novosyolovka,village,Q4325838,dnipropetrovsk region,,0,34.4678586,48.4510161,594642586032440595
hrymuche,gremuchee;hrymuche,village,Q4148545,dnipropetrovsk region,,0,34.4085345,48.3585298,594245361687043415
illinka,ilenka;ilinka;illinka;ilyinka,village,Q4199629,dnipropetrovsk region,,0,34.4494032,48.3978113,594414072297438459
odarivka,odarivka;odarovka,village,Q4331341,dnipropetrovsk region,,0,34.4033115,48.3242486,594098125913164016
auly,auly,town,Q2858004,dnipropetrovsk region,,0,34.4657713,48.5506716,595070605293288683
borysivka,borisovka;borysivka;borysovka;suin eli,hamlet,Q3920919,autonomous republic of crimea,,0,36.2334703,45.1009032,580253960261301758
prudnykove,kenegez;prudnikovo;prudnykove,hamlet,Q4382476,autonomous republic of crimea,,0,36.0815835,45.1573683,580496475589518512
vyaznikovo,sheykh asan;vyaznikovo,village,Q4130256,autonomous republic of crimea,,0,36.2549707,45.1113825,580298967223618043
rozovyi,rozovy;rozovyi;rozovyy,village,Q4396699,autonomous republic of crimea,,0,34.3225599,44.6949019,578510199242247552
yakovlivka,yakovlevka;yakovlivka;yakovlovka,village,Q4536989,autonomous republic of crimea,,0,34.4590512,44.9853573,579757693968343723
ihorivka,igorevka;ihorivka;ihorovka,hamlet,Q12073911,autonomous republic of crimea,,0,33.8388169,45.1616835,580515012666125281
sanatornoye,sanatornoe;sanatornoye,town,Q3888245,autonomous republic of crimea,,0,33.8231461,44.4019612,577252027227090602
vysokoye,vysokoe;vysokoye,locality,Q13642338,autonomous republic of crimea,,0,35.0068998,44.9899591,579777459408387764
mnohorichchia,mnogoreche;mnohorichchia,hamlet,Q4298900,autonomous republic of crimea,,0,34.0736796,44.5582517,577923291961000272
nyzhnia golubynka,nizhnyaya golubinka;nyzhnia golubynka,village,Q4319273,autonomous republic of crimea,,0,33.894062,44.6040421,578119958513304494
raduzhnoe,raduzhnoe,hamlet,Q4387942,autonomous republic of crimea,,0,34.0198577,45.2966242,581094575553228562
generalskoe,generalskoe,village,Q4135382,autonomous republic of crimea,,0,34.4826345,44.8001821,578962373399330507
novorybatske,novorybatske;novorybatskoe,village,Q4325207,autonomous republic of crimea,,0,33.7725092,45.9233368,583786287391959261
iskra,iskra,village,Q4203893,autonomous republic of crimea,,0,34.1832436,45.2638896,580953984093924684
yuzhnoe,yuzhnoe,village,Q4534031,autonomous republic of crimea,,0,35.658237,45.1247675,580356455360278269
karpova balka,karpova balka,village,Q4215859,autonomous republic of crimea,,0,33.8062341,46.0587986,584368092251843738
barsove,barsove;barsovo,locality,Q3920762,autonomous republic of crimea,,0,34.93335,45.48348,581897115963203430
utkino,kuchuk busterchi;utkino,village,Q4478911,autonomous republic of crimea,,0,33.892565,45.95126,583906215763885525
risovoye,risovoe;risovoye,village,Q4394803,autonomous republic of crimea,,0,33.6925622,46.0260561,584227457842589842
pryamoe,pryamoe,village,Q4382757,autonomous republic of crimea,,0,34.0243411,45.3159992,581177790544593045
zvyozdnoe,zvyozdnoe,village,Q4189802,autonomous republic of crimea,,0,34.071005,45.2830337,581036206947727069
piatykhatka,piatykhatka;pyatikhatka,village,Q4385878,autonomous republic of crimea,,0,33.7563172,46.0478598,584321109604542877
razlivy,razlivy,village,Q4388612,autonomous republic of crimea,,0,34.7182948,45.4608449,581799899378243415
yerofeyevo,erofeevo;yerofeevo;yerofeyevo,village,Q4176751,autonomous republic of crimea,,0,35.6559967,45.205466,580703054926095933
bitumnoye,bitumnoe;bitumnoye,village,Q4087535,autonomous republic of crimea,,0,34.0451659,45.0186816,579900823753069038
mendelieieve,mendeleevo;mendelieieve,village,Q4290368,autonomous republic of crimea,,0,34.2005996,45.3255036,581218614208917784
mashino,mashino,village,Q4286155,autonomous republic of crimea,,0,34.1420659,45.3876231,581485413282319474
solnechnogorskoe,kuru özen;solnechnogorskoe,village,Q4427787,autonomous republic of crimea,,0,34.5412403,44.7512438,578752186289857464
